latitude,longitude,cas_pozorovani_utc,misto_pozorovani,kdo_pocitil,popis_intenzity_kategorie,strach_panika,pohyb_predmetu,poskozeni_budov,zvuk_reportovan,ems98_odhad
49.6148306,14.3872776,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.2490909,13.226187,2025-04-24 17:32:33+00:00,Doma,Jen respondent,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.3655715,14.2116965,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5176254,14.0359637,2025-04-24 17:32:33+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5834903,14.3032379,2025-04-24 17:35:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3076983,14.1638226,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.8291214,14.2715059,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.0700564,14.006974,2025-04-24 17:00:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.545846,14.038821,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.631928,14.0460028,2025-04-24 17:32:00+00:00,Venku/Nezadáno,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.3184018,14.0719953,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4438428,14.3688016,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.6727743,14.389583,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6002102,14.5037159,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.2990468,14.1313768,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.503623,14.4766014,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.5344326,13.7257317,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4471231,14.0372327,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.2584254,13.9140079,2025-04-24 17:33:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Nezadáno,Ano,II - Zřídka pocítěno
49.9203752,14.9590372,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.579706,14.0486919,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3148552,14.1273347,2025-04-24 17:30:00+00:00,Doma,Většina,nan,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3878952,13.6254022,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4579059,13.7840682,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.7931177,14.1842889,2025-04-24 17:35:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3477734,13.8120341,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.303454,14.158029,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4294704,14.0343682,2025-04-24 17:30:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.788577,14.1516767,2025-04-24 17:30:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.0379114,13.845147,2025-04-24 17:20:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4300023,13.8744692,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.685432,13.9989449,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.9461965,14.1041101,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3197171,13.709739,2025-04-24 17:33:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.7837821,14.6873698,2025-04-24 17:00:00+00:00,Doma,Jen respondent,silné otřsx,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.7822568,14.1973607,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4381562,13.9165028,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.199241,14.2256169,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4479573,14.0354912,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6398246,14.0787279,2025-04-24 17:35:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.781138,14.1671734,2025-04-24 17:32:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.7776207,14.1699614,2025-04-24 17:32:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.4524654,14.5248494,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.303454,14.158029,2025-04-24 17:35:00+00:00,Doma,Nezadáno,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4626271,14.3667097,2025-04-24 17:32:00+00:00,Venku/Nezadáno,Většina,silné otřsx,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.2980478,14.1637227,2025-04-24 18:33:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.8152381,14.3959409,2025-04-24 17:32:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.512684,14.443579,2025-04-24 17:30:00+00:00,Doma,Jen respondent,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.3083516,14.1474923,2025-04-24 17:35:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3670898,14.2115838,2025-04-24 17:00:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4728836,14.4180351,2025-04-24 16:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ano,Ne,Ano,Neklasifikováno
49.2980478,14.1637227,2025-04-24 18:33:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3698018,14.3863332,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ne,III - Slabé
49.3055505,14.1572669,2025-04-24 17:37:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ne,III - Slabé
49.5923559,14.0886972,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2703164,13.9075665,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.3218605,13.7109242,2025-04-24 17:33:00+00:00,Doma,Většina,silné otřsx,Ano,Ne,Ne,Ano,Neklasifikováno
49.433717,13.8801293,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3685858,13.5709368,2025-04-24 17:38:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.4129888,14.6774664,2025-04-24 17:33:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ne,III - Slabé
49.4161577,14.0183538,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Nezadáno,Ano,IV - Značně pozorované
49.3239611,13.7100899,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.8202535,14.5778668,2025-04-24 17:00:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ne,III - Slabé
49.788577,14.1516767,2025-04-24 17:34:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.698446,14.2340402,2025-04-24 17:00:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4883727,13.5792056,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.316703,14.6460402,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.437209,13.6728309,2025-04-24 17:35:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4469815,14.3636865,2025-04-24 17:26:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.1018004,13.6665875,2025-04-24 17:40:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4436077,14.1537135,2025-04-24 17:30:00+00:00,Doma,Nezadáno,žádný,Ano,Ne,Nezadáno,Ano,I - Nepocítěno
49.5312193,14.4173295,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.100535,13.9938807,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.4150791,13.7406561,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3097574,14.1499565,2025-04-24 17:32:00+00:00,Doma,Většina,silné otřsx,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.7274333,14.1865363,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ne,V - Silné
49.7274333,14.1865363,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ne,V - Silné
49.6741663,13.9511349,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3170042,13.9316254,2025-04-24 17:00:00+00:00,Doma,Většina,nan,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4512494,14.3542685,2025-04-24 17:34:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ano,Ne,Ano,Neklasifikováno
49.0527158,14.1953759,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Nezadáno,Ano,Neklasifikováno
49.5155571,14.0358245,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.5555275,14.1064874,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.451783,14.3633455,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.6541269,14.4186487,2025-04-24 16:30:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.5834903,14.3032379,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2863431,13.9539568,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.2155447,13.6309954,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.4265571,14.0346029,2025-04-24 17:31:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5194915,13.5326556,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.312591,14.143298,2025-04-24 17:44:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ano,Nezadáno,Ano,Neklasifikováno
49.4508975,14.3600091,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4579059,13.7840682,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.6111191,14.0145093,2025-04-24 17:30:00+00:00,Doma,Nezadáno,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,Neklasifikováno
49.4247757,14.0402291,2025-04-24 17:25:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.6532991,13.9965073,2025-04-24 17:32:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.6902946,13.9818473,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2599386,14.7186172,2025-04-24 18:30:00+00:00,Doma,Nezadáno,žádný,Ano,Ne,Ne,Ano,I - Nepocítěno
49.687197,13.9501049,2025-04-24 17:35:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.5892381,14.2214101,2025-04-24 17:25:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,Neklasifikováno
49.2481069,13.9192153,2025-04-24 17:35:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.5761902,14.0082293,2025-04-24 17:48:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.5428257,14.1990036,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4655806,14.0692278,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4649983,13.5828337,2025-04-24 17:30:00+00:00,Doma,Jen respondent,nan,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4049014,13.7173627,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.2863851,13.7928432,2025-04-24 17:32:33+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.6407738,14.1732358,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4287776,13.8670052,2025-04-24 17:33:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.2668945,13.6941934,2025-04-24 17:35:00+00:00,Doma,Většina,silné otřsx,Ano,Ano,Ne,Ano,V - Silné
49.744594,14.5171439,2025-04-24 17:35:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.6390235,14.2534486,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.5531334,14.2120306,2025-04-24 17:30:32+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.2959866,14.3875206,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.395329,14.1656571,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ne,III - Slabé
49.3124258,14.1579321,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,Neklasifikováno
49.643071,13.5659475,2025-04-24 17:30:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.2494447,13.9164017,2025-04-24 17:40:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.856885,14.2815659,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.6148306,14.3872776,2025-04-24 17:32:00+00:00,Doma,Jen respondent,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.5761902,14.0082293,2025-04-24 17:48:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3258684,14.3564749,2025-04-24 16:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.685432,13.9989449,2025-04-24 17:36:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4957202,14.0316887,2025-04-24 17:30:00+00:00,Venku/Nezadáno,Nezadáno,žádný,Ne/Nezadáno,Ne,Ano,Ano,VI - Mírně ničivé
49.6717805,14.3608979,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.631928,14.0460028,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4892691,13.7703718,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.2645274,14.1190302,2025-04-24 17:30:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.6994034,14.2490772,2025-04-24 17:35:00+00:00,Doma,Nezadáno,žádný,Ano,Ne,Ne,Ano,I - Nepocítěno
49.7551383,14.0665832,2025-04-24 17:30:00+00:00,Doma,Nezadáno,žádný,Ne/Nezadáno,Ne,Nezadáno,Ano,I - Nepocítěno
49.717375,14.1892526,2025-04-24 17:40:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4157574,13.7797701,2025-04-24 17:31:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.7591503,14.4216362,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.8575615,14.5184382,2025-04-24 17:30:00+00:00,Doma,Jen respondent,nan,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4329795,14.0431249,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.2306497,13.9211741,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.2645274,14.1190302,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Nezadáno,Ne,Neklasifikováno
49.3706379,14.0412901,2025-04-24 18:35:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4049014,13.7173627,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.7304042,14.1890239,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5164748,14.3393875,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.5527024,14.189946,2025-04-24 17:35:00+00:00,Doma,Většina,nan,Ne/Nezadáno,Ne,Nezadáno,Ano,III - Slabé
49.591124,13.9679364,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.2721723,13.8332111,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.4299514,14.0371038,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6696305,14.2577196,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5175926,14.2782849,2025-04-24 17:30:00+00:00,Doma,Nezadáno,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.688837,14.0356689,2025-04-24 17:00:00+00:00,Venku/Nezadáno,Nezadáno,nan,Ano,Ne,Ne,Ano,Neklasifikováno
49.6015334,13.8696562,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3900581,14.0445151,2025-04-24 17:32:00+00:00,Venku/Nezadáno,Nezadáno,žádný,Ne/Nezadáno,Ne,Ne,Ano,I - Nepocítěno
49.2859631,13.7828244,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5164748,14.3393875,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.6545479,13.9974192,2025-04-24 16:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ano,Ne,Ano,Neklasifikováno
50.2945617,15.9988218,2025-04-24 17:30:00+00:00,Doma,Nezadáno,žádný,Ano,Ne,Ne,Ano,I - Nepocítěno
49.4624161,13.9337199,2025-04-24 17:30:00+00:00,Doma,Většina,nan,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.6764489,14.4876154,2025-04-24 17:00:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ne,III - Slabé
49.4493482,14.36862,2025-04-24 17:30:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.4888719,13.9524065,2025-04-24 17:30:00+00:00,Venku/Nezadáno,Většina,slabé zachvění,Ne/Nezadáno,Ano,Nezadáno,Ano,IV - Značně pozorované
49.372907,13.6327347,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ne,Neklasifikováno
49.3796003,14.4950686,2025-04-24 17:30:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.2258842,14.4248278,2025-04-24 17:00:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.2258842,14.4248278,2025-04-24 17:00:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.372907,13.6327347,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ne,Neklasifikováno
49.6004178,14.1054909,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.6726348,14.0473519,2025-04-24 17:30:00+00:00,Doma,Většina,nan,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3077674,14.1645477,2025-04-24 17:32:00+00:00,Doma,Nezadáno,žádný,Ano,Ne,Ne,Ano,I - Nepocítěno
49.3077674,14.1645477,2025-04-24 17:32:00+00:00,Doma,Nezadáno,žádný,Ano,Ne,Ne,Ano,I - Nepocítěno
49.2759633,14.158231,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.8723053,14.6768434,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ne,III - Slabé
49.1993726,14.2279579,2025-04-24 17:32:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.0379114,13.845147,2025-04-24 17:45:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
49.61144250429,14.9016797170043,2025-04-24 17:30:00+00:00,Doma,Nezadáno,nevím,Ne/Nezadáno,Ano,Ne,Ano,Neklasifikováno
49.1860383496944,14.1024967655539,2025-04-24 17:32:00+00:00,Doma,Jen respondent,nevím,Ne/Nezadáno,Ano,Ne,Ano,Neklasifikováno
49.3206939,13.7010065,2025-04-24 17:36:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.4324759,13.8838503,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.3134166,13.6617747,2025-04-24 17:35:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.4308842,14.0424103,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ne,Ano,V - Silné
49.5176051,14.2780991,2025-04-24 17:30:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5838176,14.3021633,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ano,Ano,Ano,VI - Mírně ničivé
49.4425909,14.3726451,2025-04-24 17:32:00+00:00,Doma,Jen respondent,žádný,Ano,Ne,Nezadáno,Ano,Neklasifikováno
49.3622519,13.7639159,2025-04-24 17:34:00+00:00,Doma,Většina,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.6191338,14.1345369,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.2066485,14.2168211,2025-04-24 17:32:00+00:00,Doma,Jen respondent,žádný,Ano,Ne,Ne,Ano,Neklasifikováno
49.5603549,14.0260568,2025-04-24 17:35:00+00:00,Doma,Jen respondent,žádný,Ne/Nezadáno,Ne,Ne,Ano,II - Zřídka pocítěno
49.3033328,14.1538637,2025-04-24 17:35:00+00:00,Doma,Většina,slabé zachvění,Ne/Nezadáno,Ano,Ne,Ano,IV - Značně pozorované
49.4627051,13.7406055,2025-04-24 17:32:00+00:00,Doma,Většina,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.4655806,14.0692278,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ano,Ne,Ne,Ano,III - Slabé
49.3642429,14.4718649,2025-04-24 17:32:00+00:00,Doma,Jen respondent,slabé zachvění,Ne/Nezadáno,Ne,Ne,Ano,III - Slabé
49.5559426,14.5144562,2025-04-24 17:35:00+00:00,Doma,Většina,žádný,Ne/Nezadáno,Ne,Ne,Ano,Neklasifikováno
